Date,Location,Food_Category,Food_Item,Quantity_Produced,Quantity_Sold,Quantity_Wasted,Cost_Per_Unit,Revenue_Per_Unit,Temperature,Customers,Month,Month_Name,Day,Day_Name,Waste_Percentage,Financial_Loss,Total_Revenue,Potential_Revenue,Waste_Risk
2024-01-21 22:34:30.180120080,Bangalore,Fruits,Mango,445,360,85,17.28,27.64,35.1,178.0,1,January,21,Sunday,19.101123595505616,1468.8000000000002,9950.4,12299.800000000001,Medium
2024-01-22 10:15:46.230820547,Hyderabad,Dairy,Cheese,338,218,120,31.58,43.13,24.0,286.0,1,January,22,Monday,35.50295857988166,3789.6,9402.34,14577.94,High
2024-01-22 21:57:02.281521014,Chennai,Prepared Food,Rice Bowl,291,228,63,65.05,103.67,25.5,193.0,1,January,22,Monday,21.649484536082475,4098.15,23636.760000000002,30167.97,Medium
2024-01-23 09:38:18.332221481,Hyderabad,Fruits,Apple,384,279,105,18.47,28.04,41.5,253.0,1,January,23,Tuesday,27.34375,1939.35,7823.16,10767.36,Medium
2024-01-23 21:19:34.382921948,Chennai,Dairy,Cheese,138,110,28,25.59,41.04,28.8,59.0,1,January,23,Tuesday,20.28985507246377,716.52,4514.4,5663.5199999999995,Medium
2024-01-24 09:00:50.433622415,Bangalore,Prepared Food,Burger,279,247,32,11.38,22.23,31.0,374.0,1,January,24,Wednesday,11.469534050179211,364.16,5490.81,6202.17,Low
2024-01-24 20:42:06.484322881,Bangalore,Prepared Food,Burger,483,424,59,94.62,161.12,28.5,429.0,1,January,24,Wednesday,12.215320910973086,5582.58,68314.88,77820.96,Low
2024-01-25 08:23:22.535023348,Chennai,Bakery,Bread,278,194,84,94.73,148.75,41.1,379.0,1,January,25,Thursday,30.215827338129497,7957.320000000001,28857.5,41352.5,High
2024-01-25 20:04:38.585723815,Chennai,Fruits,Mango,496,283,213,19.07,25.03,22.1,84.0,1,January,25,Thursday,42.943548387096776,4061.91,7083.490000000001,12414.880000000001,High
2024-01-26 07:45:54.636424282,Chennai,Bakery,Cake,189,136,53,33.46,55.12,35.2,163.0,1,January,26,Friday,28.04232804232804,1773.38,7496.32,10417.68,Medium
2024-01-26 19:27:10.687124749,Chennai,Prepared Food,Pizza,475,424,51,47.62,94.16,32.1,406.0,1,January,26,Friday,10.73684210526316,2428.62,39923.84,44726.0,Low
2024-01-27 07:08:26.737825216,Mumbai,Bakery,Donut,276,249,27,55.37,73.56,37.1,201.0,1,January,27,Saturday,9.782608695652174,1494.99,18316.440000000002,20302.56,Low
2024-01-27 18:49:42.788525683,Hyderabad,Prepared Food,Burger,282,167,115,76.59,112.34,28.3,418.0,1,January,27,Saturday,40.78014184397163,8807.85,18760.78,31679.88,High
2024-01-28 06:30:58.839226150,Hyderabad,Vegetables,Spinach,441,382,59,90.6,142.46,20.2,282.0,1,January,28,Sunday,13.378684807256235,5345.4,54419.72,62824.86,Low
2024-01-28 18:12:14.889926617,Hyderabad,Fruits,Mango,383,337,46,53.43,87.9,21.8,118.0,1,January,28,Sunday,12.010443864229766,2457.78,29622.300000000003,33665.700000000004,Low
2024-01-29 05:53:30.940627084,Hyderabad,Fruits,Mango,478,474,4,77.71,144.08,37.4,158.0,1,January,29,Monday,0.8368200836820083,310.84,68293.92000000001,68870.24,Low
2024-01-29 17:34:46.991327551,Bangalore,Prepared Food,Sandwich,497,495,2,15.03,27.29,32.0,380.0,1,January,29,Monday,0.4024144869215292,30.06,13508.55,13563.13,Low
2024-01-30 05:16:03.042028018,Delhi,Dairy,Yogurt,108,68,40,85.33,162.71,38.4,223.0,1,January,30,Tuesday,37.03703703703704,3413.2,11064.28,17572.68,High
2024-01-30 16:57:19.092728485,Bangalore,Prepared Food,Burger,492,447,45,90.27,126.61,31.3,471.0,1,January,30,Tuesday,9.146341463414634,4062.1499999999996,56594.67,62292.12,Low
2024-01-31 04:38:35.143428952,Chennai,Fruits,Mango,420,316,104,83.15,163.23,41.7,181.0,1,January,31,Wednesday,24.761904761904763,8647.6,51580.68,68556.59999999999,Medium
2024-01-31 16:19:51.194129419,Delhi,Vegetables,Potato,374,312,62,60.26,96.23,39.9,88.0,1,January,31,Wednesday,16.577540106951872,3736.12,30023.760000000002,35990.020000000004,Medium
2024-02-01 04:01:07.244829886,Chennai,Fruits,Apple,341,312,29,15.07,20.84,22.6,410.0,2,February,1,Thursday,8.504398826979472,437.03000000000003,6502.08,7106.44,Low
2024-02-01 15:42:23.295530353,Chennai,Bakery,Croissant,447,434,13,46.02,75.22,21.8,466.0,2,February,1,Thursday,2.9082774049217,598.26,32645.48,33623.34,Low
2024-02-02 03:23:39.346230820,Bangalore,Prepared Food,Sandwich,143,122,21,97.29,129.42,39.6,423.0,2,February,2,Friday,14.685314685314685,2043.0900000000001,15789.239999999998,18507.059999999998,Low
2024-02-02 15:04:55.396931287,Delhi,Prepared Food,Pizza,328,326,2,97.24,162.02,33.8,63.0,2,February,2,Friday,0.6097560975609756,194.48,52818.520000000004,53142.560000000005,Low
2024-02-03 02:46:11.447631754,Mumbai,Bakery,Bread,243,219,24,14.09,21.09,40.9,407.0,2,February,3,Saturday,9.876543209876543,338.15999999999997,4618.71,5124.87,Low
2024-02-03 14:27:27.498332221,Delhi,Vegetables,Spinach,472,266,206,25.27,44.29,28.5,365.0,2,February,3,Saturday,43.64406779661017,5205.62,11781.14,20904.88,High
2024-02-04 02:08:43.549032688,Delhi,Dairy,Butter,456,290,166,33.4,54.02,20.7,250.0,2,February,4,Sunday,36.40350877192983,5544.4,15665.800000000001,24633.120000000003,High
2024-02-04 13:49:59.599733155,Delhi,Bakery,Bread,319,315,4,91.98,172.53,40.9,305.0,2,February,4,Sunday,1.2539184952978055,367.92,54346.95,55037.07,Low
2024-02-05 01:31:15.650433622,Hyderabad,Prepared Food,Pizza,109,88,21,87.95,117.12,20.6,338.0,2,February,5,Monday,19.26605504587156,1846.95,10306.560000000001,12766.08,Medium
2024-02-05 13:12:31.701134089,Hyderabad,Bakery,Cake,366,285,81,55.37,122.01,38.2,226.0,2,February,5,Monday,22.131147540983605,4484.969999999999,34772.85,44655.66,Medium
2024-02-06 00:53:47.751834556,Bangalore,Prepared Food,Rice Bowl,204,112,92,11.23,15.19,35.2,246.0,2,February,6,Tuesday,45.09803921568628,1033.16,1701.28,3098.7599999999998,High
2024-02-06 12:35:03.802535023,Mumbai,Prepared Food,Sandwich,122,103,19,75.35,137.89,28.3,134.0,2,February,6,Tuesday,15.573770491803279,1431.6499999999999,14202.669999999998,16822.579999999998,Medium
2024-02-07 00:16:19.853235490,Hyderabad,Bakery,Cake,150,126,24,64.56,94.26,34.8,337.0,2,February,7,Wednesday,16.0,1549.44,11876.76,14139.0,Medium
2024-02-07 11:57:35.903935957,Bangalore,Dairy,Butter,349,308,41,84.82,128.54,38.0,285.0,2,February,7,Wednesday,11.74785100286533,3477.62,39590.32,44860.46,Low
2024-02-07 23:38:51.954636424,Mumbai,Prepared Food,Sandwich,412,370,42,22.06,29.12,36.6,390.0,2,February,7,Wednesday,10.194174757281553,926.52,10774.4,11997.44,Low
2024-02-08 11:20:08.005336891,Mumbai,Dairy,Yogurt,202,148,54,65.55,130.2,33.4,387.0,2,February,8,Thursday,26.732673267326735,3539.7,19269.6,26300.399999999998,Medium
2024-02-08 23:01:24.056037358,Bangalore,Fruits,Orange,407,388,19,50.58,97.99,26.6,155.0,2,February,8,Thursday,4.668304668304668,961.02,38020.119999999995,39881.93,Low
2024-02-09 10:42:40.106737825,Chennai,Fruits,Apple,384,342,42,51.34,97.01,36.9,389.0,2,February,9,Friday,10.9375,2156.28,33177.42,37251.840000000004,Low
2024-02-09 22:23:56.157438292,Chennai,Prepared Food,Sandwich,304,292,12,67.01,98.38,21.7,298.0,2,February,9,Friday,3.9473684210526314,804.1200000000001,28726.96,29907.519999999997,Low
2024-02-10 10:05:12.208138759,Delhi,Fruits,Banana,459,383,76,41.11,79.25,30.4,142.0,2,February,10,Saturday,16.55773420479303,3124.36,30352.75,36375.75,Medium
2024-02-10 21:46:28.258839226,Bangalore,Dairy,Milk,150,100,50,83.96,129.43,27.6,71.0,2,February,10,Saturday,33.33333333333333,4198.0,12943.0,19414.5,High
2024-02-11 09:27:44.309539693,Hyderabad,Prepared Food,Sandwich,232,231,1,42.04,80.97,22.8,267.0,2,February,11,Sunday,0.43103448275862066,42.04,18704.07,18785.04,Low
2024-02-11 21:09:00.360240160,Hyderabad,Prepared Food,Pizza,381,255,126,66.51,90.27,39.2,368.0,2,February,11,Sunday,33.07086614173229,8380.26,23018.85,34392.869999999995,High
2024-02-12 08:50:16.410940627,Bangalore,Prepared Food,Rice Bowl,391,215,176,17.61,30.26,41.7,352.0,2,February,12,Monday,45.012787723785166,3099.3599999999997,6505.900000000001,11831.66,High
2024-02-12 20:31:32.461641094,Bangalore,Dairy,Butter,464,408,56,13.3,19.64,35.7,160.0,2,February,12,Monday,12.068965517241379,744.8000000000001,8013.12,9112.960000000001,Low
2024-02-13 08:12:48.512341561,Delhi,Fruits,Orange,373,242,131,57.94,85.16,25.9,77.0,2,February,13,Tuesday,35.120643431635386,7590.139999999999,20608.719999999998,31764.68,High
2024-02-13 19:54:04.563042028,Hyderabad,Dairy,Yogurt,372,289,83,39.47,54.62,39.6,261.0,2,February,13,Tuesday,22.311827956989248,3276.0099999999998,15785.179999999998,20318.64,Medium
2024-02-14 07:35:20.613742495,Bangalore,Bakery,Donut,166,108,58,17.82,29.87,32.9,313.0,2,February,14,Wednesday,34.93975903614458,1033.56,3225.96,4958.42,High
2024-02-14 19:16:36.664442962,Mumbai,Bakery,Donut,141,117,24,40.37,77.9,33.4,492.0,2,February,14,Wednesday,17.02127659574468,968.8799999999999,9114.300000000001,10983.900000000001,Medium
2024-02-15 06:57:52.715143429,Chennai,Fruits,Apple,476,293,183,10.68,15.57,31.0,161.0,2,February,15,Thursday,38.445378151260506,1954.44,4562.01,7411.32,High
2024-02-15 18:39:08.765843896,Mumbai,Vegetables,Potato,417,322,95,25.6,49.35,21.8,292.0,2,February,15,Thursday,22.781774580335732,2432.0,15890.7,20578.95,Medium
2024-02-16 06:20:24.816544363,Bangalore,Prepared Food,Burger,319,249,70,87.9,164.54,25.7,484.0,2,February,16,Friday,21.9435736677116,6153.0,40970.46,52488.259999999995,Medium
2024-02-16 18:01:40.867244830,Mumbai,Bakery,Cake,491,295,196,35.2,64.72,24.1,167.0,2,February,16,Friday,39.91853360488798,6899.200000000001,19092.4,31777.52,High
2024-02-17 05:42:56.917945296,Delhi,Vegetables,Carrot,324,197,127,31.82,43.92,33.4,369.0,2,February,17,Saturday,39.19753086419753,4041.14,8652.24,14230.08,High
2024-02-17 17:24:12.968645763,Mumbai,Prepared Food,Sandwich,455,326,129,57.93,77.41,27.4,59.0,2,February,17,Saturday,28.35164835164835,7472.97,25235.66,35221.549999999996,Medium
2024-02-18 05:05:29.019346230,Bangalore,Prepared Food,Pizza,271,150,121,39.01,72.83,25.6,150.0,2,February,18,Sunday,44.64944649446495,4720.21,10924.5,19736.93,High
2024-02-18 16:46:45.070046697,Hyderabad,Bakery,Bread,498,424,74,64.55,119.8,22.3,118.0,2,February,18,Sunday,14.859437751004014,4776.7,50795.2,59660.4,Low
2024-02-19 04:28:01.120747164,Bangalore,Vegetables,Spinach,433,354,79,75.78,148.29,24.0,84.0,2,February,19,Monday,18.244803695150118,5986.62,52494.659999999996,64209.57,Medium
2024-02-19 16:09:17.171447631,Delhi,Bakery,Donut,419,322,97,22.58,41.92,24.4,335.0,2,February,19,Monday,23.15035799522673,2190.2599999999998,13498.24,17564.48,Medium
2024-02-20 03:50:33.222148098,Chennai,Fruits,Apple,104,75,29,69.87,116.41,27.9,286.0,2,February,20,Tuesday,27.884615384615387,2026.23,8730.75,12106.64,Medium
2024-02-20 15:31:49.272848565,Bangalore,Dairy,Milk,395,288,107,49.52,77.44,30.2,471.0,2,February,20,Tuesday,27.088607594936708,5298.64,22302.72,30588.8,Medium
2024-02-21 03:13:05.323549032,Hyderabad,Bakery,Croissant,252,154,98,90.96,142.69,32.0,153.0,2,February,21,Wednesday,38.88888888888889,8914.08,21974.26,35957.88,High
2024-02-21 14:54:21.374249499,Mumbai,Fruits,Orange,297,296,1,39.95,72.36,35.3,64.0,2,February,21,Wednesday,0.33670033670033667,39.95,21418.56,21490.92,Low
2024-02-22 02:35:37.424949966,Delhi,Prepared Food,Rice Bowl,330,218,112,77.72,139.5,37.1,338.0,2,February,22,Thursday,33.939393939393945,8704.64,30411.0,46035.0,High
2024-02-22 14:16:53.475650433,Bangalore,Vegetables,Potato,109,63,46,88.91,136.87,38.1,208.0,2,February,22,Thursday,42.201834862385326,4089.8599999999997,8622.81,14918.83,High
2024-02-23 01:58:09.526350900,Delhi,Vegetables,Tomato,283,169,114,81.76,114.87,25.0,381.0,2,February,23,Friday,40.282685512367486,9320.640000000001,19413.030000000002,32508.210000000003,High
2024-02-23 13:39:25.577051367,Mumbai,Prepared Food,Sandwich,194,141,53,58.85,86.88,27.6,60.0,2,February,23,Friday,27.31958762886598,3119.05,12250.08,16854.719999999998,Medium
2024-02-24 01:20:41.627751834,Bangalore,Dairy,Butter,401,326,75,23.8,40.71,31.1,160.0,2,February,24,Saturday,18.703241895261847,1785.0,13271.460000000001,16324.710000000001,Medium
2024-02-24 13:01:57.678452301,Delhi,Vegetables,Carrot,455,317,138,81.11,106.75,34.3,141.0,2,February,24,Saturday,30.32967032967033,11193.18,33839.75,48571.25,High
2024-02-25 00:43:13.729152768,Mumbai,Dairy,Milk,128,83,45,94.09,183.28,29.9,351.0,2,February,25,Sunday,35.15625,4234.05,15212.24,23459.84,High
2024-02-25 12:24:29.779853235,Bangalore,Prepared Food,Rice Bowl,209,149,60,21.22,41.26,39.1,104.0,2,February,25,Sunday,28.708133971291865,1273.1999999999998,6147.74,8623.34,Medium
2024-02-26 00:05:45.830553702,Chennai,Fruits,Mango,408,360,48,28.5,52.77,33.3,340.0,2,February,26,Monday,11.76470588235294,1368.0,18997.2,21530.16,Low
2024-02-26 11:47:01.881254169,Bangalore,Vegetables,Tomato,174,132,42,41.17,63.52,36.2,66.0,2,February,26,Monday,24.137931034482758,1729.14,8384.640000000001,11052.480000000001,Medium
2024-02-26 23:28:17.931954636,Delhi,Fruits,Orange,350,343,7,61.99,87.77,20.7,210.0,2,February,26,Monday,2.0,433.93,30105.109999999997,30719.5,Low
2024-02-27 11:09:33.982655103,Mumbai,Bakery,Bread,249,161,88,11.18,19.73,23.9,133.0,2,February,27,Tuesday,35.34136546184739,983.8399999999999,3176.53,4912.77,High
2024-02-27 22:50:50.033355570,Delhi,Bakery,Bread,217,204,13,17.68,35.32,31.0,306.0,2,February,27,Tuesday,5.990783410138248,229.84,7205.28,7664.4400000000005,Low
2024-02-28 10:32:06.084056037,Mumbai,Prepared Food,Sandwich,478,445,33,90.82,131.11,24.2,478.0,2,February,28,Wednesday,6.903765690376569,2997.06,58343.950000000004,62670.58000000001,Low
2024-02-28 22:13:22.134756504,Mumbai,Prepared Food,Sandwich,117,64,53,79.8,129.06,31.5,162.0,2,February,28,Wednesday,45.2991452991453,4229.4,8259.84,15100.02,High
2024-02-29 09:54:38.185456971,Mumbai,Dairy,Cheese,418,360,58,26.37,50.19,40.8,337.0,2,February,29,Thursday,13.875598086124402,1529.46,18068.399999999998,20979.42,Low
2024-02-29 21:35:54.236157438,Mumbai,Dairy,Cheese,465,416,49,46.79,61.66,23.4,227.0,2,February,29,Thursday,10.53763440860215,2292.71,25650.559999999998,28671.899999999998,Low
2024-03-01 09:17:10.286857905,Hyderabad,Prepared Food,Burger,412,292,120,30.8,54.53,20.4,103.0,3,March,1,Friday,29.126213592233007,3696.0,15922.76,22466.36,Medium
2024-03-01 20:58:26.337558372,Chennai,Bakery,Croissant,166,141,25,68.75,100.84,22.2,145.0,3,March,1,Friday,15.060240963855422,1718.75,14218.44,16739.440000000002,Medium
2024-03-02 08:39:42.388258839,Delhi,Fruits,Mango,264,198,66,28.45,42.82,39.7,56.0,3,March,2,Saturday,25.0,1877.7,8478.36,11304.48,Medium
2024-03-02 20:20:58.438959306,Hyderabad,Dairy,Yogurt,250,221,29,12.39,17.68,32.8,237.0,3,March,2,Saturday,11.600000000000001,359.31,3907.2799999999997,4420.0,Low
2024-03-03 08:02:14.489659773,Hyderabad,Dairy,Cheese,402,368,34,40.23,75.53,28.0,168.0,3,March,3,Sunday,8.45771144278607,1367.82,27795.04,30363.06,Low
2024-03-03 19:43:30.540360240,Chennai,Vegetables,Spinach,392,380,12,79.65,123.77,38.9,404.0,3,March,3,Sunday,3.061224489795918,955.8000000000001,47032.6,48517.84,Low
2024-03-04 07:24:46.591060707,Delhi,Vegetables,Potato,379,288,91,88.16,144.69,39.7,177.0,3,March,4,Monday,24.010554089709764,8022.5599999999995,41670.72,54837.51,Medium
2024-03-04 19:06:02.641761174,Mumbai,Bakery,Cake,308,182,126,76.75,137.32,28.9,250.0,3,March,4,Monday,40.909090909090914,9670.5,24992.239999999998,42294.56,High
2024-03-05 06:47:18.692461641,Delhi,Fruits,Banana,253,196,57,91.05,162.42,35.0,375.0,3,March,5,Tuesday,22.529644268774703,5189.849999999999,31834.319999999996,41092.259999999995,Medium
2024-03-05 18:28:34.743162108,Chennai,Dairy,Butter,141,117,24,34.66,58.5,34.3,427.0,3,March,5,Tuesday,17.02127659574468,831.8399999999999,6844.5,8248.5,Medium
2024-03-06 06:09:50.793862575,Chennai,Vegetables,Carrot,461,338,123,22.32,43.08,39.2,217.0,3,March,6,Wednesday,26.68112798264642,2745.36,14561.039999999999,19859.88,Medium
2024-03-06 17:51:06.844563042,Chennai,Dairy,Butter,408,361,47,92.3,147.05,28.4,171.0,3,March,6,Wednesday,11.519607843137255,4338.099999999999,53085.05,59996.4,Low
2024-03-07 05:32:22.895263509,Mumbai,Dairy,Butter,292,210,82,18.13,33.35,21.5,316.0,3,March,7,Thursday,28.08219178082192,1486.6599999999999,7003.5,9738.2,Medium
2024-03-07 17:13:38.945963976,Delhi,Fruits,Mango,212,174,38,36.74,62.33,30.5,160.0,3,March,7,Thursday,17.92452830188679,1396.1200000000001,10845.42,13213.96,Medium
2024-03-08 04:54:54.996664443,Hyderabad,Prepared Food,Burger,349,226,123,58.59,82.81,31.0,386.0,3,March,8,Friday,35.24355300859599,7206.570000000001,18715.06,28900.690000000002,High
2024-03-08 16:36:11.047364910,Mumbai,Fruits,Apple,300,237,63,16.76,30.33,30.9,476.0,3,March,8,Friday,21.0,1055.88,7188.21,9099.0,Medium
2024-03-09 04:17:27.098065377,Mumbai,Dairy,Milk,230,226,4,10.21,20.19,20.1,61.0,3,March,9,Saturday,1.7391304347826086,40.84,4562.9400000000005,4643.700000000001,Low
2024-03-09 15:58:43.148765844,Delhi,Fruits,Apple,404,238,166,95.52,154.0,24.1,367.0,3,March,9,Saturday,41.089108910891085,15856.32,36652.0,62216.0,High
2024-03-10 03:39:59.199466311,Chennai,Fruits,Mango,180,178,2,86.43,127.46,30.8,192.0,3,March,10,Sunday,1.1111111111111112,172.86,22687.879999999997,22942.8,Low
2024-03-10 15:21:15.250166778,Hyderabad,Fruits,Banana,464,280,184,13.55,24.31,40.4,456.0,3,March,10,Sunday,39.6551724137931,2493.2000000000003,6806.799999999999,11279.84,High
